,Author,Quotes,Likes,Tags
13,"Joshua Slocum,","“I had already found that it was not good to be alone, and so made companionship with what there was around me, sometimes with the universe and sometimes with my own insignificant self; but my books were always my friends, let fail all else.”",3502,"['alone,', 'books,', 'friends,', 'solitude']"
14,Patricia Highsmith,“My imagination functions much better when I don't have to speak to people.”,3502,"['conversations,', 'distractions,', 'imagination,', 'quiet,', 'solitude']"
15,"Walt Whitman,",“Do I contradict myself?,3500,['change']
16,"George R.R. Martin,",“Winter is coming.”,3499,"['forcasting,', 'mottos,', 'winter']"
17,Anne Lamott,“Lighthouses don’t go running all over an island looking for boats to save; they just stand there shining.”,3497,
18,Golda Meir,“Don't be so humble - you are not that great.”,3496,"['funny,', 'golda,', 'meir,', 'true']"
19,"Charles Dickens,",“There are books of which the backs and covers are by far the best parts.”,3496,"['books,', 'writing']"
20,"Carlos Ruiz Zafon,","“Fools talk, cowards are silent, wise men listen.”",3488,
21,"Haruki Murakami,","“But who can say what's best? That's why you need to grab whatever chance you have of happiness where you find it, and not worry about other people too much. My experience tells me that we get no more than two or three such chances in a life time, and if we let them go, we regret it for the rest of our lives.”",3487,
22,"Cassandra Clare,","“What are all these?"" Clary asked.",3486,"['clary-fray,', 'humor,', 'irony,', 'jace-wayland,', 'jesus']"
23,"Karen Marie Moning,","“One day you will kiss a man you can't breathe without, and find that breath is of little consequence.”",3486,"['kiss,', 'love']"
24,Jane Goodall,"“What you do makes a difference, and you have to decide what kind of difference you want to make.”",3485,['inspiration']
25,"David Levithan,",“I am constantly torn between killing myself and killing everyone around me.”,3482,"['homicide,', 'suicide']"
26,Mark Twain,"“If you don't read the newspaper, you're uninformed. If you read the newspaper, you're mis-informed.”",3481,"['misattributed-mark-twain,', 'newspapers']"
27,Walt Whitman,"“This is what you shall do; Love the earth and sun and the animals, despise riches, give alms to every one that asks, stand up for the stupid and crazy, devote your income and labor to others, hate tyrants, argue not concerning God, have patience and indulgence toward the people, take off your hat to nothing known or unknown or to any man or number of men, go freely with powerful uneducated persons and with the young and with the mothers of families, read these leaves in the open air every season of every year of your life, re-examine all you have been told at school or church or in any book, dismiss whatever insults your own soul, and your very flesh shall be a great poem and have the richest fluency not only in its words but in the silent lines of its lips and face and between the lashes of your eyes and in every motion and joint of your body.”",3481,"['activism,', 'service']"
28,Dr. Seuss,“Today was good. Today was fun. Tomorrow is another one.”,3477,"['humor,', 'rythmic,', 'thoughtful']"
29,Marilyn Monroe,“If I'd observed all the rules I'd never have got anywhere.”,3471,
0,Dr. Seuss,"“If things start happening, don't worry, don't stew, just go right along and you'll start happening too.”",3471,['dr-seuss']
1,Sara Henderson,"“Don't wait for a light to appear at the end of the tunnel, stride down there and light the bloody thing yourself.”",3469,
2,"John Green,","“Did you know that for pretty much the entire history of the human species, the average life span was less than thirty years? You could count on ten years or so of real adulthood, right? There was no planning for retirement, There was no planning for a career. There was no planning. No time for plannning. No time for a future. But then the life spans started getting longer, and people started having more and more future. And now life has become the future. Every moment of your life is lived for the future--you go to high school so you can go to college so you can get a good job so you can get a nice house so you can afford to send your kids to college so they can get a good job so they can get a nice house so they can afford to send their kids to college.”",3468,['life-pattern']
3,Franz Kafka,“Youth is happy because it has the capacity to see beauty. Anyone who keeps the ability to see beauty never grows old.”,3467,"['beauty,', 'wonder,', 'young-at-heart,', 'youth,', 'youthfulness']"
4,"Suzanne Collins,","“Yes, frosting. The final defense of the dying.”",3465,['humor']
5,"Sun Tzu,","“Appear weak when you are strong, and strong when you are weak.”",3463,"['deception,', 'life,', 'war']"
6,Bette Midler,“The worst part of success is trying to find someone who is happy for you.”,3463,"['friendship,', 'happiness,', 'humor,', 'inspirational,', 'jealousy,', 'success']"
7,J.R.R. Tolkien,“Still round the corner there may wait,3463,"['books,', 'poetry']"
8,A.A. Milne,"“Promise me you'll never forget me because if I thought you would, I'd never leave.”",3462,"['goodbyes,', 'love']"
9,George Carlin,“May the forces of evil become confused on the way to your house.”,3461,"['benediction,', 'evil,', 'goodwill,', 'humor,', 'inspirational,', 'wishes']"
10,"Charles Bukowski,","“being alone never felt right. sometimes it felt good, but it never felt right.”",3460,"['loneliness,', 'solitude']"
11,Rumi,"“Raise your words, not voice. It is rain that grows flowers, not thunder.”",3459,
12,Socrates,“I cannot teach anybody anything. I can only make them think”,3459,"['knowledge,', 'philosophy']"
13,غسان كنفاني,“!لك شيء في هذا العالم.. فقم”,3459,
14,"Haruki Murakami,","“It's like Tolstoy said. Happiness is an allegory, unhappiness a",3459,"['fiction,', 'happiness,', 'stories']"
15,"Neil Gaiman,","“She seems so cool, so focused, so quiet, yet her eyes remain fixed upon the horizon. You think you know all there is to know about her immediately upon meeting her, but everything you think you know is wrong. Passion flows through her like a river of blood.",3455,"['inspirational,', 'poetry']"
16,"Jay Asher,","“No one knows for certain how much impact they have on the lives of other people. Oftentimes, we have no clue. Yet we push it just the same.”",3453,"['care,', 'impact,', 'life,', 'reach-out,', 'think']"
17,"Becca Fitzpatrick,","“You possess other people's...bodies.""",3451,"['humor,', 'nora,', 'patch']"
18,"Stendhal,",“A good book is an event in my life.”,3451,"['books,', 'literature,', 'reading']"
19,Margaret Mead,"“I was wise enough never to grow up, while fooling people into believing I had.”",3450,
20,Jodi Picoult,"“Once you had put the pieces back together, even though you may look intact, you were never quite the same as you'd been before the fall.”",3448,"['heartbreak,', 'life']"
21,"John Steinbeck,","“I believe a strong woman may be stronger than a man, particularly if she happens to have love in her heart. I guess a loving woman is indestructible.”",3447,
22,"Suzanne Collins,","“Peeta, you said at the interview you’d had a crush on me forever. When did forever start?",3446,
23,"Kurt Vonnegut,","“A purpose of human life, no matter who is controlling it, is to love whoever is around to be loved.”",3443,"['life,', 'love']"
24,Albert Camus,"“In the midst of winter, I found there was, within me, an invincible summer.",3441,
25,"Lewis Carroll,","“If I had a world of my own, everything would be nonsense. Nothing would be what it is, because everything would be what it isn't. And contrary wise, what is, it wouldn't be. And what it wouldn't be, it would. You see?”",3439,"['alice-in-wonderland,', 'mad-hatter,', 'nonsense']"
26,William Blake,“It is easier to forgive an enemy than to forgive a friend.”,3435,"['betrayal,', 'disappointment']"
27,Edward Albee,"“You're alive only once, as far as we know, and what could be worse than getting to the end of your life and realizing you hadn't lived it?”",3434,
28,"Nick Hornby,","“People worry about kids playing with guns, and teenagers watching violent videos; we are scared that some sort of culture of violence will take them over. Nobody worries about kids listening to thousands - literally thousands - of songs about broken hearts and rejection and pain and misery and loss.”",3433,"['music,', 'sad']"
29,"Dylan Thomas,",“Do not go gentle into that good night.,3432,
0,"Joseph Heller,","“He was going to live forever, or die in the attempt.”",3424,
1,John Lennon,“A dream you dream alone is only a dream. A dream you dream together is reality.”,3424,"['beatles,', 'connection,', 'dreamers,', 'dreaming,', 'dreams']"
2,"Veronica Roth,","“You think my first instinct is to protect you. Because you're small, or a girl, or a Stiff. But you're wrong.""",3421,['chivalry']
3,Gilda Radner,"“I wanted a perfect ending. Now I've learned, the hard way, that some poems don't rhyme, and some stories don't have a clear beginning, middle, and end.”",3420,
4,"Ursula K. Le Guin,",“People who deny the existence of dragons are often eaten by dragons. From within.”,3419,
5,"William Golding,",“Maybe there is a beast… maybe it's only us.”,3416,
6,"John Steinbeck,",“There ain't no sin and there ain't no virtue. There's just stuff people do.”,3415,
7,"John Green,","“I didn’t need you, you idiot. I picked you. And then you picked me back.”",3414,
8,Alan Watts,“Trying to define yourself is like trying to bite your own teeth.”,3412,
9,Sharon Salzberg,"“You yourself, as much as anybody in the entire universe, deserve your love and affection”",3408,"['inspiration,', 'life,', 'love,', 'self-acceptance,', 'self-esteem,', 'wisdom']"
10,"J. K. Rowling,","“There are some things you can't share without ending up liking each other, and knocking out a twelve-foot mountain troll is one of them.”",3406,"['awesome,', 'friendship,', 'inspirational']"
11,"Sarah Dessen,","“I knew, in the silence that followed, that anything could happen here. It might be too late: again, I might have missed my chance. But I would at least know I tried, that I took my heart and extended my hand, whatever the outcome.",3402,['romance']
12,Isabel Allende,“The library is inhabited by spirits that come out of the pages at night.”,3402,['books']
13,Cassandra Clare,"“So when the moon's only partly full, you only feel a little wolfy?""",3401,['humor']
14,Gandhi,"“Your beliefs become your thoughts,",3395,"['actions,', 'habits,', 'values']"
15,Albert Einstein,“Creativity is intelligence having fun.”,3391,
16,Neil Gaiman,“Most books on witchcraft will tell you that witches work naked. This is because most books on witchcraft were written by men.”,3391,"['humor,', 'men,', 'witchcraft,', 'witches,', 'women']"
17,"Hermann Hesse,","“If you hate a person, you hate something in him that is part of yourself. What isn't part of ourselves doesn't disturb us.”",3391,
18,C.S. Lewis,"“Pain insists upon being attended to. God whispers to us in our pleasures, speaks in our consciences, but shouts in our pains. It is his megaphone to rouse a deaf world.”",3390,"['god,', 'pain']"
19,"F. Scott Fitzgerald,","“I'm not sentimental--I'm as romantic as you are. The idea, you know,",3387,"['love,', 'romance,', 'romantic,', 'sentimentality']"
20,"Rick Riordan,","“In a way, it's nice to know that there are Greek gods out there, because you have somebody to blame when things go wrong. For instance, when you're walking away from a bus that's just been attacked by monster hags and blown up by lightning, and it's raining on top of everything else, most people might think that's just really bad luck; when you're a half-blood, you understand that some devine force is really trying to mess up your day.”",3386,"['books,', 'humor,', 'olympians']"
21,"e.e. cummings,","“For whatever we lose (like a you or a me),",3386,['water']
22,Albert Einstein,"“The world is a dangerous place to live, not because of the people who are evil, but because of the people who don't do anything about it.”",3385,"['dangerous,', 'evil,', 'people,', 'world']"
23,"Antoine de Saint-Exupéry,","“I am looking for friends. What does that mean -- tame?""",3382,
24,Terry Pratchett,“Wisdom comes from experience. Experience is often a result of lack of wisdom.”,3381,"['humor,', 'life']"
25,Dalai Lama XIV,“Love is the absence of judgment.”,3377,['inspiration']
26,"Paulo Coelho,","“No matter what he does, every person on earth plays a central role in the history of the world. And normally he doesn't know it.”",3376,['inspirational']
27,John Lennon,“One thing you can't hide - is when you're crippled inside.”,3375,"['beatles,', 'emotions,', 'hypocrisy,', 'pain,', 'suffering']"
28,Friedrich Nietzsche,“The snake which cannot cast its skin has to die. As well the minds which are prevented from changing their opinions; they cease to be mind.”,3375,"['change,', 'mind,', 'nietzsche']"
29,"Leigh Bardugo,","“Jesper knocked his head against the hull and cast his eyes heavenward. “Fine. But if Pekka Rollins kills us all, I’m going to get Wylan’s ghost to teach my ghost how to play the flute just so that I can annoy the hell out of your ghost.”",3374,"['funny,', 'ghost,', 'jesper,', 'six-of-crows']"
0,Marilyn Monroe,“Success makes so many people hate you. I wish it wasn't that way. It would be wonderful to enjoy success without seeing envy in the eyes of those around you.”,3374,
1,Marilyn Monroe,"“Keep smiling, because life is a beautiful thing and there's so much to smile about.”",3372,
2,"Sylvia Plath,","“let me live, love, and say it well in good sentences”",3372,['writing']
3,Shmuley Boteach,“There is greatness in doing something you hate for the sake of someone you love.”,3371,['relationships']
4,"Veronica Roth,",“Then I realize what it is. It's him. Something about him makes me feel like I am about to fall. Or turn to liquid. Or burst into flames.”,3367,['love']
5,Paulo Coelho,"“We can never judge the lives of others, because each person knows only their own pain and renunciation. It's one thing to feel that you are on the right path, but it's another to think that yours is the only path.”",3366,['life']
6,"Douglas Adams,",“Isn't it enough to see that a garden is beautiful without having to believe that there are fairies at the bottom of it too?”,3364,"['atheism,', 'religion,', 'skeptic']"
7,"Cassandra Clare,",“,3361,"['cassandra-clare,', 'clockwork-prince,', 'tessa-gray,', 'will-herondale,', 'will-s-letter-to-tessa']"
8,"Becca Fitzpatrick,","“Keep in mind that people change, but the past doesn't.”",3361,"['becca-fitzpatrick,', 'hush-hush,', 'nora,', 'patch']"
9,"Terry Pratchett,","“I meant,"" said Ipslore bitterly, ""what is there in this world that truly makes living worthwhile?""",3360,"['cats,', 'death,', 'life']"
10,"Leo Tolstoy,",“Respect was invented to cover the empty place where love should be.”,3359,"['love,', 'respect']"
11,"Markus Zusak,","“She leaned down and looked at his lifeless face and Leisel kissed her best friend, Rudy Steiner, soft and true on his lips. He tasted dusty and sweet. He tasted like regret in the shadows of trees and in the glow of the anarchist's suit collection. She kissed him long and soft, and when she pulled herself away, she touched his mouth with her fingers...She did not say goodbye. She was incapable, and after a few more minutes at his side, she was able to tear herself from the ground. It amazes me what humans can do, even when streams are flowing down their faces and they stagger on...”",3357,"['love,', 'the-book-thief']"
12,"J.K. Rowling ,",“Youth can not know how age thinks and feels. But old men are guilty if they forget what it was to be young.”,3357,"['age,', 'family']"
13,Margaret Lee Runbeck,"“Silence make the real conversations between friends. Not the saying, but the never needing to say that counts.”",3356,['friendship']
14,"Lewis Carroll ,","“Who in the world am I? Ah, that's the great puzzle.”",3354,"['alice-in-wonderland,', 'introspection,', 'self-discovery']"
15,"Eric Roth,","“For what it’s worth: it’s never too late or, in my case, too early to be whoever you want to be. There’s no time limit, stop whenever you want. You can change or stay the same, there are no rules to this thing. We can make the best or the worst of it. I hope you make the best of it. And I hope you see things that startle you. I hope you feel things you never felt before. I hope you meet people with a different point of view. I hope you live a life you’re proud of. If you find that you’re not, I hope you have the courage to start all over again.”",3353,"['benjamin-button,', 'change,', 'courage,', 'time']"
16,"Veronica Roth,",“I suppose a fire that burns that bright is not meant to last.”,3351,"['four,', 'heartbreaking,', 'tobias']"
17,"Jeaniene Frost,","“I'm saying that I'm a moody, insecure, narrow-minded, jealous, borderline homicidal bitch, and I want you to promise me that you're okay with that, because it's who I am, and you're what I need.”",3351,"['humor,', 'love']"
18,Guy de Maupassant,“Our memory is a more perfect world than the universe: it gives back life to those who no longer exist.”,3350,['memory']
19,"Laurie Halse Anderson,","“You have to know what you stand for, not just what you stand against.”",3350,['defend']
20,"William Shakespeare,","“My tongue will tell the anger of my heart, or else my heart concealing it will break.”",3350,
21,"مصطفى محمود,",“و كلما أمسكت بحالة من حالاتي و قلت هذا هو أنا .. ما تلبث هذه الحالة أن تفلت من أصابعي و تحل محلها حالة أخرى .. هي أنا .. أيضاً..”,3348,
22,"Cassandra Clare,","“Your friend's poetry is terrible,"" he said.",3348,['humor']
23,Anne Bronte,“But he who dares not grasp the thorn,3348,"['beauty,', 'defenses,', 'roses,', 'thorns']"
24,Mark Twain,“Always do what is right. It will gratify half of mankind and astound the other.”,3348,['morals']
25,"Oscar Wilde,",“To love oneself is the beginning of a lifelong romance.”,3347,['love']
26,"Paulo Coelho,","“When I had nothing to lose, I had everything. When I stopped being who I am, I found myself.”",3346,
27,Kazuo Ishiguro,"“There was another life that I might have had, but I am having this one.”",3345,"['inspirational,', 'missed-chances']"
28,George R.R. Martin,"“The best fantasy is written in the language of dreams. It is alive as dreams are alive, more real than real ... for a moment at least ... that long magic moment before we wake.",3343,['fantasy-books']
29,Audrey Hepburn,"“The beauty of a woman is not in the clothes she wears, the figure that she carries, or the way she combs her hair. The beauty of a woman is seen in her eyes, because that is the doorway to her heart, the place where love resides. True beauty in a woman is reflected in her soul. It's the caring that she lovingly gives, the passion that she shows & the beauty of a woman only grows with passing years.”",3341,
0,Mawlana Jalal-al-Din Rumi,"“My soul is from elsewhere, I'm sure of that, and I intend to end up there.”",3341,
1,Barbara W. Tuchman,"“Books are the carriers of civilization...They are companions, teachers, magicians, bankers of the treasures of the mind. Books are humanity in print.”",3339,
2,"Cassandra Clare,","“I'll just have them change the entry in the demonology textbook from 'almost extinct' to 'not extinct enough for Alec. He prefers his monsters really, really extinct.' Will that make you happy?”",3338,['humor']
3,"Sherrilyn Kenyon,",“Life isn't finding shelter in the storm. It's about learning to dance in the rain.”,3336,
4,"George R.R. Martin,","“Never forget what you are, for surely the world will not. Make it your strength. Then it can never be your weakness.”",3331,
5,Ralph Waldo Emerson,“Make your own Bible. Select and collect all the words and sentences that in all your readings have been to you like the blast of a trumpet.”,3331,['spirituality']
6,"L.M. Montgomery,",“Kindred spirits are not so scarce as I used to think. It's splendid to find out there are so many of them in the world.”,3330,
7,"Alan Moore,",“People shouldn't be afraid of their government. Governments should be afraid of their people.”,3329,"['democracy,', 'equality,', 'government,', 'misattributed']"
8,"Thomas Merton ,",“Art enables us to find ourselves and lose ourselves at the same time.”,3328,['art']
9,"Sarah Dessen,","“You should never be surprised when someone treats you with respect, you should expect it.”",3326,['inspirational']
10,"Oscar Wilde,",“It is absurd to divide people into good and bad. People are either charming or tedious.”,3326,"['bad,', 'charming,', 'good,', 'tedious']"
11,"أحلام مستغانمي,",“أحسد الأطفال الرضّع، لأنهم يملكون وحدهم حق الصراخ والقدرة عليه، قبل أن تروض الحياة حبالهم الصوتية، وتعلِّمهم الصمت”,3324,
12,Maxine Hong Kingston,"“In a time of destruction, create something.”",3324,"['creation,', 'destruction,', 'hope,', 'life']"
13,"Terry Pratchett,","“In the beginning there was nothing, which exploded.”",3322,"['humor,', 'metaphysics,', 'physics,', 'science']"
14,Roald Dahl,"“So please, oh please, we beg, we pray, go throw your TV set away, and in its place you can install, a lovely bookshelf on the wall.”",3320,
15,Mother Teresa,"“Every time you smile at someone, it is an action of love, a gift to that person, a beautiful thing.”",3318,['paraphrased']
16,Carl Gustav Jung,“Everything that irritates us about others can lead us to an understanding of ourselves.”,3317,"['knowing-others,', 'perception,', 'self-awareness,', 'understanding']"
17,"Benjamin Franklin,",“They who can give up essential liberty to obtain a little temporary safety deserve neither liberty nor safety.”,3316,"['freedom,', 'liberty,', 'privacy,', 'safety,', 'security']"
18,"Terry Pratchett,","“Light thinks it travels faster than anything but it is wrong. No matter how fast light travels, it finds the darkness has always got there first, and is waiting for it.”",3315,"['darkness,', 'light,', 'speed-of-light']"
19,"Marcus Aurelius,",“The happiness of your life depends upon the quality of your thoughts.”,3314,['happiness']
20,"Oscar Wilde,",“I am too fond of reading books to care to write them.”,3312,['reading']
21,"Oscar Wilde,","“There is only one thing in the world worse than being talked about, and that is not being talked about.”",3311,['humor']
22,"Cassandra Clare,","“Where there is love, there is often also hate. They can exist side by side.”",3309,
23,Paulo Coelho,"“A child can teach an adult three things: to be happy for no reason, to always be busy with something, and to know how to demand with all his might that which he desires.”",3308,
24,"Sarah Dessen,","“It's all in the view. That's what I mean about forever, too. For any one of us our forever could end in an hour, or a hundred years from now. You never know for sure, so you'd better make every second count.”",3307,['life']
25,"Kurt Vonnegut,","“And I asked myself about the present: how wide it was, how deep it was, how much was mine to keep.”",3306,['slaughterhouse-five']
26,Confucius,“It does not matter how slowly you go as long as you do not stop.”,3306,"['education,', 'inspirational,', 'life,', 'perseverance']"
27,"Louisa May Alcott,",“I like good strong words that mean something…”,3304,"['little-women,', 'louisa-may-alcott,', 'words']"
28,Arthur Schopenhauer,“Compassion is the basis of morality.”,3303,"['compassion,', 'morality,', 'morals']"
29,Nicholas Sparks,“I don't know that love changes. People change. Circumstances change.”,3300,
0,"Cassandra Clare,","“That's why when major badasses greet each other in movies, they don't say anything, they just nod. The nod means, 'I' am a badass, and I recognize that you, too, are a badass,' but they don't say anything because they're Wolverine and Magneto and it would mess up their vibe to explain.”",3298,"['city-of-bones,', 'simon-lewis']"
1,"Cassandra Clare,","“Must you go? I was rather hoping you'd stay and be a ministering angel, but if you must go, you must.""",3296,"['friends,', 'humor,', 'radiance']"
2,"Antoine de Saint-Exupéry,","“People have forgotten this truth,"" the fox said. ""But you mustn’t forget it. You become responsible forever for what you’ve tamed. You’re responsible for your rose.”",3289,"['friendship,', 'love,', 'responsibility']"
3,Confucious,"“Everything has beauty, but not everyone sees it.”",3288,"['beauty,', 'everything,', 'seeing']"
4,"Coco Chanel,",“A girl should be two things: who and what she wants.”,3287,"['be-yourself,', 'empowerment,', 'girls,', 'identity,', 'individuality,', 'self-determination,', 'women']"
5,Mawlana Jalal-al-Din Rumi,“I want to see you.,3286,
6,"David Mitchell,",“A half-read book is a half-finished love affair.”,3286,"['books,', 'love,', 'reading']"
7,"Lewis Carroll,",“I wonder if the snow,3281,"['appreciation,', 'nature,', 'seasons,', 'snow,', 'winter']"
8,"Milan Kundera,","“When the heart speaks, the mind finds it indecent to object.”",3279,"['heart,', 'mind']"
9,"Sylvia Plath,","“Yes, I was infatuated with you: I am still. No one has ever heightened such a keen capacity of physical sensation in me. I cut you out because I couldn't stand being a passing fancy. Before I give my body, I must give my thoughts, my mind, my dreams. And you weren't having any of those.”",3278,"['dreams,', 'infatuation,', 'love,', 'sensation,', 'thoughts']"
10,Benjamin Franklin,"“Tell me and I forget, teach me and I may remember, involve me and I learn.”",3277,"['learning,', 'mentoring,', 'parenting,', 'teacher']"
11,A.J. Cronin,"“Worry never robs tomorrow of its sorrow, but only saps today of its strength.”",3276,
12,"Veronica Roth,",“Politeness is deception in pretty packaging.”,3275,
13,Lady Gaga,"“Trust is like a mirror, you can fix it if it's broken, but you can still see the crack in that mother fucker's reflection.”",3273,"['beyonce,', 'lady-gaga,', 'mirror,', 'trust']"
14,"Henry Miller,",“A book lying idle on a shelf is wasted ammunition.”,3270,"['books,', 'power']"
15,"Cassandra Clare,","“It wouldn't be my move,"" Jace agreed. ""First the candy and flowers, then the apology letters, then the ravenous demon hordes. In that order.”",3269,"['jace,', 'valentine']"
16,"Stephen Chbosky,",“We didn't talk about anything heavy or light. We were just there together. And that was enough”,3268,
17,Oprah Winfrey,“You can have it all. Just not all at once.”,3268,"['dreams,', 'life,', 'time']"
18,"Caitlyn Siehl,",“Do not fall in love with people like me.,3266,"['beautiful,', 'blood,', 'kiss,', 'life,', 'love,', 'mouth,', 'museums,', 'parks']"
19,George Carlin,“Never underestimate the power of stupid people in large groups.”,3266,"['attributed-no-source,', 'human-nature,', 'humor,', 'misattributed-george-carlin,', 'stupidity']"
20,"John Green,","“But it is the nature of stars to cross, and never was Shakespeare more wrong than when he has Cassius note, ‘The fault, dear Brutus, is not in our stars / But in ourselves.”",3263,"['tfios,', 'the-fault-in-our-stars']"
21,"Eoin Colfer,","“Confidence is ignorance. If you're feeling cocky, it's because there's something you don't know.”",3263,"['confidence,', 'humor,', 'ignorance,', 'knowledge']"
22,"Jennifer L. Armentrout,",“Beautiful face. Beautiful body. Horrible attitude. It was the holy trinity of hot boys.”,3262,"['boys,', 'hot,', 'humor']"
23,"Jay Asher,",“You can't stop the future,3262,"['change,', 'future,', 'play,', 'rewind,', 'secret,', 'stop']"
24,"E.L. James,","“- ""Why don't you like to be touched?""",3260,
25,"Paulo Coelho,",“Nothing in the world is ever completely wrong. Even a stopped clock is right twice a day.”,3260,"['inspirational,', 'motivation']"
26,Ayn Rand,"“Learn to value yourself, which means: fight for your happiness.”",3259,"['fight,', 'happiness,', 'learn']"
27,"Ray Bradbury,","“Everyone must leave something behind when he dies, my grandfather said. A child or a book or a painting or a house or a wall built or a pair of shoes made. Or a garden planted. Something your hand touched some way so your soul has somewhere to go when you die, and when people look at that tree or that flower you planted, you're there.",3259,"['dying,', 'legacy']"
28,"J.M. Barrie,","“Dreams do come true, if only we wish hard enough. You can have anything in life if you will sacrifice everything else for it.”",3257,['sacrifice']
29,Charles M. Schulz,“What's the good of living if you don't try a few things?”,3256,"['cartoonist,', 'humor,', 'inspirational']"
0,Margaret Atwood,“Men are afraid that women will laugh at them. Women are afraid that men will kill them.”,3256,"['apocryphal,', 'feminism']"
1,"Paulo Coelho,","“When you find your path, you must not be afraid. You need to have sufficient courage to make mistakes. Disappointment, defeat, and despair are the tools God uses to show us the way.”",3256,"['disappointment,', 'life,', 'mistakes']"
2,"Louisa May Alcott,","“I am not afraid of storms, for I am learning how to sail my ship.”",3256,['inspirational-ship-storms']
3,"Neil Gaiman,","“When I was a child, adults would tell me not to make things up, warning me of what would happen if I did. As far as I can tell so far, it seems to involve lots of foreign travel and not having to get up too early in the morning.”",3256,
4,Eleanor Roosevelt,"“The purpose of life is to live it, to taste experience to the utmost, to reach out eagerly and without fear for newer and richer experience.”",3255,"['adventure,', 'carpe-diem,', 'enjoy-life,', 'experience,', 'inspirational,', 'life,', 'live-in-the-moment,', 'purpose-of-life']"
5,Audrey Hepburn,"“There is more to sex appeal than just measurements. I don't need a bedroom to prove my womanliness. I can convey just as much sex appeal, picking apples off a tree or standing in the rain.”",3253,"['sex-appeal,', 'women']"
6,"Douglas Adams,",“The ships hung in the sky in much the same way that bricks don't.”,3253,['humour']
7,Zig Ziglar,"“Lack of direction, not lack of time, is the problem. We all have twenty-four hour days.”",3251,"['attention,', 'direction,', 'focus,', 'inspirational,', 'motivational']"
8,George Gordon Byron,"“And thus the heart will break, yet brokenly live on.”",3250,
9,"Dr. Seuss,","“All alone! Whether you like it or not, alone is something you'll be quite a lot!”",3249,"['depressing,', 'hopeless,', 'lonely']"
10,Barack Obama,"“Change will not come if we wait for some other person, or if we wait for some other time. We are the ones we've been waiting for. We are the change that we seek.”",3248,"['change,', 'inspirational']"
11,C. S. Lewis,"“I have learned now that while those who speak about one's miseries usually hurt, those who keep silence hurt more.”",3247,"['hurt,', 'lewis,', 'misery,', 'sad,', 'truth']"
12,Mark Twain,"“Courage is resistance to fear, mastery of fear - not absence of fear.”",3247,['courage']
13,"Sylvia Plath,","“If neurotic is wanting two mutually exclusive things at one and the same time, then I'm neurotic as hell. I'll be flying back and forth between one mutually exclusive thing and another for the rest of my days.”",3246,['neurosis']
14,Edgar Allan Poe,"“Believe nothing you hear, and only one half that you see.”",3244,"['comedy,', 'horror,', 'misattributed-ben-franklin']"
15,"Nicholas Sparks,","“Without suffering, there'd be no compassion.”",3244,
16,Winston Churchill,“Tact is the ability to tell someone to go to hell in such a way that they look forward to the trip.”,3243,
17,"Tahereh Mafi,",“I'm oxygen and he's dying to breathe.”,3241,"['beautiful,', 'couples,', 'kiss,', 'love,', 'metaphor,', 'need,', 'ya']"
18,W.B. Yeats,"“The world is full of magic things, patiently waiting for our senses to grow sharper.”",3241,"['awe,', 'magic,', 'perception,', 'wonder']"
19,Marilyn Monroe,“I want to grow old without facelifts. I want to have the courage to be loyal to the face I have made.”,3241,['marilyn-monroe']
20,Pablo Neruda,“Sonnet XVII,3240,['sonnet-xvii']
21,Oscar Wilde,“Quotation is a serviceable substitute for wit.”,3240,"['intelligence,', 'quotation,', 'wit']"
22,Cynthia Ozick,“We take for granted the very things that most deserve our gratitude.”,3239,
23,"Steve Maraboli,","“If people refuse to look at you in a new light and they can only see you for what you were, only see you for the mistakes you've made, if they don't realize that you are not your mistakes, then they have to go.”",3239,"['change,', 'growth,', 'inspirational,', 'letting-go,', 'life,', 'mistakes']"
24,"Sarah J. Maas,",“To the stars who listen—and the dreams that are answered.”,3238,
25,Plato,“Only the dead have seen the end of war.”,3236,"['dead,', 'life-lessons,', 'war,', 'warriors']"
26,"Sarah J. Maas,",“You cannot pick and choose what parts of her to love.”,3235,
27,"J.K. Rowling,","“Honestly, if you were any slower, you’d be going backward.”",3235,"['draco-malfoy,', 'stupidity']"
28,"Nicholas Sparks,","“The saddest people I've ever met in life are the ones who don't care deeply about anything at all. Passion and satisfaction go hand in hand, and without them, any happiness is only temporary, because there's nothing to make it last.”",3234,"['life,', 'love,', 'passion']"
29,"Oscar Wilde,","“Behind every exquisite thing that existed, there was something tragic.”",3234,"['aesthetics,', 'appreciation,', 'hidden-things']"
0,"Elizabeth Gilbert,","“When I get lonely these days, I think: So BE lonely, Liz. Learn your way around loneliness. Make a map of it. Sit with it, for once in your life. Welcome to the human experience. But never again use another person's body or emotions as a scratching post for your own unfulfilled yearnings.”",3233,['loneliness']
1,Frank Zappa,"“If you end up with a boring miserable life because you listened to your mom, your dad, your teacher, your priest, or some guy on television telling you how to do your shit, then you deserve it.”",3229,"['be-yourself,', 'life,', 'self-determination']"
2,Charles Dickens,"“Have a heart that never hardens, and a temper that never tires, and a touch that never hurts.”",3229,['literature']
3,Rick Riordan,"“Dreams like a podcast,",3228,"['apollo,', 'fred,', 'haiku,', 'humor,', 'percy-jackson,', 'poem']"
